 u 0 - p 0.0
 u 2 - p 0.0
 u 3 - p 0.0
 u 8 - p 0.0
 u 9 - p 0.0
 u 11 - p 0.0
 u 12 - p 0.0
 u 15 - p 0.0
 u 17 - p 0.0
 u 19 - p 0.0
 u 20 - p 0.0
 u 21 - p 0.0
 u 22 - p 0.0
 u 24 - p 0.0
 u 26 - p 0.0
 u 27 - p 0.0
 u 28 - p 0.0
 u 29 - p 0.0
 u 30 - p 0.0
 u 31 - p 0.0
 u 33 - p 0.10810810810810811
 u 34 - p 0.0
 u 35 - p 0.0
 u 36 - p 0.0
 u 37 - p 0.0
 u 38 - p 0.0
 u 40 - p 0.0
 u 41 - p 0.0
 u 43 - p 0.0
 u 44 - p 0.0
 u 45 - p 0.0
 u 47 - p 0.0
 u 48 - p 0.0
 u 49 - p 0.0
 u 51 - p 0.0
 u 54 - p 0.0
 u 58 - p 0.0
 u 60 - p 0.0
 u 61 - p 0.0
 u 62 - p 0.0
 u 63 - p 0.0
 u 64 - p 0.0
 u 65 - p 0.0
 u 66 - p 0.2222222222222222
 u 67 - p 0.0
 u 71 - p 0.0
 u 73 - p 0.0
 u 74 - p 0.0
 u 75 - p 0.0
 u 77 - p 0.0
 u 79 - p 0.0
 u 80 - p 0.0
 u 81 - p 0.0
 u 82 - p 0.14285714285714285
 u 85 - p 0.0
 u 88 - p 0.0
 u 90 - p 0.0
 u 92 - p 0.07142857142857142
 u 93 - p 0.0
 u 94 - p 0.0
 u 98 - p 0.0
 u 99 - p 0.0
 u 100 - p 0.0
 u 101 - p 0.0
 u 104 - p 0.0
 u 105 - p 0.0
 u 106 - p 0.0
 u 107 - p 0.0
 u 108 - p 0.0
 u 109 - p 0.0
 u 110 - p 0.2222222222222222
 u 111 - p 0.0
 u 112 - p 0.0
 u 115 - p 0.0
 u 116 - p 0.0
 u 117 - p 0.0
 u 120 - p 0.0
 u 122 - p 0.0
 u 123 - p 0.0
 u 124 - p 0.0
 u 125 - p 0.0
 u 126 - p 0.5
 u 127 - p 0.0
 u 128 - p 0.0
 u 129 - p 0.0
 u 131 - p 0.0
 u 132 - p 0.0
 u 133 - p 0.0
 u 134 - p 0.0
 u 136 - p 0.0
 u 139 - p 0.0
 u 141 - p 0.0
 u 143 - p 0.0
 u 147 - p 0.0
 u 149 - p 0.0
 u 150 - p 0.0
 u 151 - p 0.0
 u 152 - p 0.0
 u 153 - p 0.16666666666666666
 u 154 - p 0.0
 u 155 - p 0.0
 u 157 - p 0.0
 u 158 - p 0.0
 u 159 - p 0.0
 u 160 - p 0.0
 u 163 - p 0.0
 u 164 - p 0.0
 u 166 - p 0.0
 u 167 - p 0.0
 u 168 - p 0.0
 u 170 - p 0.0
 u 171 - p 0.0
 u 176 - p 0.0
 u 177 - p 0.058823529411764705
 u 178 - p 0.0
 u 179 - p 0.0
 u 180 - p 0.0
 u 181 - p 0.0
 u 184 - p 0.0
 u 185 - p 0.0
 u 190 - p 0.0
 u 192 - p 0.3333333333333333
 u 193 - p 0.034482758620689655
 u 194 - p 0.0
 u 195 - p 0.0
 u 197 - p 0.0
 u 199 - p 0.0
 u 201 - p 0.0
 u 202 - p 0.0
 u 204 - p 0.0
 u 205 - p 0.0
 u 206 - p 0.0
 u 210 - p 0.0
 u 211 - p 0.0
 u 214 - p 0.0
 u 215 - p 0.0
 u 217 - p 0.0
 u 218 - p 0.0
 u 221 - p 0.0
 u 222 - p 0.0
 u 223 - p 0.0
 u 227 - p 0.0
 u 230 - p 0.0
 u 233 - p 0.0
 u 234 - p 0.0
 u 236 - p 0.0
 u 237 - p 0.0
 u 238 - p 0.0
 u 239 - p 0.0
 u 241 - p 0.0
 u 243 - p 0.0
 u 245 - p 0.0
 u 249 - p 0.0
 u 250 - p 0.0
 u 253 - p 0.0
 u 254 - p 0.0
 u 255 - p 0.0
 u 258 - p 0.0
 u 259 - p 0.0
 u 260 - p 0.0
 u 261 - p 0.75
 u 262 - p 0.0
 u 264 - p 0.0
 u 265 - p 0.125
 u 267 - p 0.0
 u 269 - p 0.0
 u 271 - p 0.0
 u 274 - p 0.0
 u 279 - p 0.0
 u 280 - p 0.0
 u 284 - p 0.0
 u 285 - p 0.0
 u 286 - p 0.0
 u 291 - p 0.0
 u 294 - p 0.0
 u 295 - p 0.0
 u 297 - p 0.0
 u 298 - p 0.0
 u 299 - p 0.0
 u 300 - p 0.0
 u 302 - p 0.0
 u 303 - p 0.0
 u 305 - p 0.0
 u 306 - p 0.0
 u 310 - p 0.16666666666666666
 u 313 - p 0.0
 u 314 - p 0.0
 u 315 - p 0.0
 u 316 - p 0.0
 u 318 - p 0.14285714285714285
 u 319 - p 0.0
 u 321 - p 0.0
 u 323 - p 0.0
 u 324 - p 0.0
 u 325 - p 0.0
 u 326 - p 0.0
 u 328 - p 0.0
 u 330 - p 0.0
 u 331 - p 0.0
 u 333 - p 0.0
 u 334 - p 0.0
 u 340 - p 0.0
 u 344 - p 0.0
 u 345 - p 0.0
 u 347 - p 0.0
 u 350 - p 0.0
 u 351 - p 0.0
 u 352 - p 0.05714285714285714
 u 354 - p 0.0
 u 356 - p 0.0
 u 357 - p 0.0
 u 358 - p 0.0
 u 359 - p 0.0
 u 361 - p 0.18181818181818182
 u 362 - p 0.0
 u 363 - p 0.0
 u 364 - p 0.0
 u 366 - p 0.0
 u 367 - p 0.1
 u 368 - p 0.0
 u 372 - p 0.0
 u 373 - p 0.0
 u 374 - p 0.16666666666666666
 u 375 - p 0.0
 u 379 - p 0.0
 u 383 - p 0.0
 u 384 - p 0.0
 u 385 - p 0.0
 u 387 - p 0.0
 u 389 - p 0.0
 u 390 - p 0.0
 u 391 - p 0.0
 u 392 - p 0.0
 u 393 - p 0.0
 u 395 - p 0.0
 u 398 - p 0.0
 u 399 - p 0.0
 u 400 - p 0.0
 u 401 - p 0.0
 u 402 - p 0.0
 u 406 - p 0.0
 u 408 - p 0.0
 u 410 - p 0.0
 u 411 - p 0.0
 u 412 - p 0.0
 u 413 - p 0.0
 u 416 - p 0.0
 u 417 - p 0.0
 u 418 - p 0.0
 u 419 - p 0.0
 u 420 - p 0.0
 u 421 - p 0.0
 u 422 - p 0.0
 u 424 - p 0.0
 u 426 - p 0.037037037037037035
 u 428 - p 0.0
 u 430 - p 0.0
 u 433 - p 0.0
 u 436 - p 0.2
 u 437 - p 0.0
 u 439 - p 0.0
 u 440 - p 0.0
 u 441 - p 0.0
 u 442 - p 0.0
 u 443 - p 0.0
 u 444 - p 0.125
 u 445 - p 0.0
 u 446 - p 0.05714285714285714
 u 447 - p 0.0
 u 449 - p 0.0
 u 450 - p 0.0
 u 452 - p 0.0
 u 453 - p 0.0
 u 457 - p 0.0
 u 459 - p 0.0
 u 460 - p 0.0
 u 461 - p 0.0
 u 462 - p 0.0
 u 463 - p 0.18181818181818182
 u 467 - p 0.0
 u 468 - p 0.0
 u 469 - p 0.0
 u 470 - p 0.0
 u 471 - p 0.0
 u 477 - p 0.0
 u 479 - p 0.0
 u 481 - p 0.0
 u 482 - p 0.0
 u 487 - p 0.0
 u 488 - p 0.0
 u 489 - p 0.0
 u 490 - p 0.0
 u 491 - p 0.0
 u 492 - p 0.0
 u 495 - p 0.0
 u 496 - p 0.0
 u 497 - p 0.0
 u 498 - p 0.0
 u 499 - p 0.0
 u 501 - p 0.0
 u 502 - p 0.0
 u 503 - p 0.05263157894736842
 u 505 - p 0.0
 u 506 - p 0.0
 u 508 - p 0.0
 u 511 - p 0.0
 u 512 - p 0.14285714285714285
 u 513 - p 0.0
 u 515 - p 0.0
 u 516 - p 0.0
 u 517 - p 0.0
 u 519 - p 0.6
 u 520 - p 0.0
 u 521 - p 0.0
 u 523 - p 0.0
 u 524 - p 0.0
 u 527 - p 0.0
 u 528 - p 0.0
 u 529 - p 0.0
 u 530 - p 0.0
 u 531 - p 0.0
 u 532 - p 0.0
