 u 132 - p 0.26666666666666666  ::    4.0  /  15  ::::  6274 6730 3806 3904
 u 133 - p 0.6  ::    9.0  /  15  ::::  158 2221 6763 2689 913 3051 1399 8035 8054
 u 134 - p 0.3333333333333333  ::    5.0  /  15  ::::  781 7188 7384 1550 1636
 u 135 - p 0.3333333333333333  ::    5.0  /  15  ::::  11 652 3064 3291 3818
 u 136 - p 0.0  ::    0.0  /  15  :::: 
 u 137 - p 1.0  ::    15.0  /  15  ::::  6266 2353 2522 4931 4934 877 2926 944 7094 977 1164 3319 3491 1690 5899
 u 138 - p 0.5333333333333333  ::    8.0  /  15  ::::  15 6495 6639 4942 5021 5853 3938 4065
 u 139 - p 1.2  ::    18.0  /  15  ::::  4196 368 4548 703 2775 7053 2997 5058 1019 7597 1525 1557 1559 1562 1662 1666 3854 1884
 u 140 - p 0.13333333333333333  ::    2.0  /  15  ::::  1562 1001
 u 141 - p 0.5333333333333333  ::    8.0  /  15  ::::  2 11 14 368 3278 1551 3613 1942
 u 142 - p 0.6  ::    9.0  /  15  ::::  29 6229 2205 2228 293 453 6639 3487 3496
 u 143 - p 0.8  ::    12.0  /  15  ::::  265 4434 2505 4778 780 6966 7009 3093 7254 3352 3550 3556
 u 144 - p 0.7333333333333333  ::    11.0  /  15  ::::  2396 2398 2399 2405 4486 6618 1213 1252 1253 7467 3548
 u 145 - p 1.0  ::    15.0  /  15  ::::  2343 2347 2540 2865 7081 5075 5174 1283 7545 1421 3658 3675 7814 1751 3829
 u 146 - p 1.2  ::    18.0  /  15  ::::  6144 28 6304 6340 4547 2813 777 4915 1200 5455 5596 1562 1645 1646 1682 5952 3930 8059
 u 147 - p 0.8  ::    12.0  /  15  ::::  2040 4207 6308 4275 2691 2871 905 7205 3207 3756 1769 7981
 u 148 - p 0.0  ::    0.0  /  15  :::: 
 u 149 - p 0.0  ::    0.0  /  15  :::: 
 u 150 - p 0.26666666666666666  ::    4.0  /  15  ::::  767 7058 1005 6112
 u 151 - p 0.6666666666666666  ::    10.0  /  15  ::::  62 4487 3337 5408 1567 1570 1632 3742 3743 1726
 u 152 - p 0.6  ::    9.0  /  15  ::::  15 6511 6867 7480 5594 7707 7742 3845 7964
 u 153 - p 1.4666666666666666  ::    22.0  /  15  ::::  67 2209 2220 2222 6321 2232 4280 2243 2351 453 4651 4697 4783 3083 1087 5227 1353 7552 5580 7876 1803 4068
 u 154 - p 0.2  ::    3.0  /  15  ::::  254 368 3125
 u 155 - p 1.1333333333333333  ::    17.0  /  15  ::::  4106 22 28 2510 484 487 573 2691 703 704 7207 1153 1379 1683 1684 3760 7891
 u 156 - p 0.13333333333333333  ::    2.0  /  15  ::::  978 2517
 u 157 - p 0.06666666666666667  ::    1.0  /  15  ::::  6117
 u 158 - p 0.4  ::    6.0  /  15  ::::  217 4327 2462 521 894 5424
 u 159 - p 0.6666666666666666  ::    10.0  /  15  ::::  6478 558 3068 1087 5186 1284 1418 3471 3718 6090
 u 160 - p 0.4666666666666667  ::    7.0  /  15  ::::  4360 6737 6985 7260 3528 1647 7990
 u 161 - p 1.3333333333333333  ::    20.0  /  15  ::::  4354 4368 2445 6557 426 4702 2688 6825 2745 2755 746 2908 5103 5263 3231 1323 3627 5766 1725 5905
 u 162 - p 0.0  ::    0.0  /  15  :::: 
 u 163 - p 0.6666666666666666  ::    10.0  /  15  ::::  2209 2236 2323 4689 6766 4945 1170 1182 7915 5869
 u 164 - p 0.9333333333333333  ::    14.0  /  15  ::::  6168 27 6495 4735 2691 6799 6806 2725 2822 5058 1200 5590 1616 1941
 u 165 - p 0.3333333333333333  ::    5.0  /  15  ::::  107 250 5111 5508 3924
 u 166 - p 0.8666666666666667  ::    13.0  /  15  ::::  6319 4345 6516 4486 4548 6618 4683 2740 7471 7735 7736 1759 1901
 u 167 - p 1.2  ::    18.0  /  15  ::::  0 15 60 107 118 4379 368 708 7002 5058 3210 7358 3284 3529 1533 1600 1638 4067
 u 168 - p 1.0  ::    15.0  /  15  ::::  4110 4218 4602 6678 6689 2596 6700 4870 5150 1058 1059 1065 7480 1480 3825
 u 169 - p 1.1333333333333333  ::    17.0  /  15  ::::  2055 14 23 380 2474 485 489 550 2654 704 3422 3424 7545 1520 1616 4030 2032
 u 170 - p 0.6666666666666666  ::    10.0  /  15  ::::  6215 6242 2250 595 601 617 632 733 1069 1102
 u 171 - p 1.2666666666666666  ::    19.0  /  15  ::::  43 4303 2288 2296 6434 4665 4700 6968 4962 5032 5053 3018 7199 7604 1538 1686 3775 7921 7960
 u 172 - p 0.0  ::    0.0  /  15  :::: 
 u 173 - p 0.06666666666666667  ::    1.0  /  15  ::::  3480
 u 174 - p 0.06666666666666667  ::    1.0  /  15  ::::  1021
 u 175 - p 0.13333333333333333  ::    2.0  /  15  ::::  6721 1229
 u 176 - p 0.6  ::    9.0  /  15  ::::  6393 289 6472 2445 4725 5217 1226 3839 8036
 u 177 - p 0.8666666666666667  ::    13.0  /  15  ::::  2493 6649 6718 6865 4851 6998 3124 1266 1279 1298 1301 7597 7888
 u 178 - p 0.8  ::    12.0  /  15  ::::  5 79 111 239 2362 477 593 630 881 917 5126 3980
 u 179 - p 0.4666666666666667  ::    7.0  /  15  ::::  142 6347 7135 3129 7269 5708 8026
 u 180 - p 1.0  ::    15.0  /  15  ::::  6292 2201 2220 493 4738 2728 4814 884 5278 1213 7609 7625 7747 1865 8064
 u 181 - p 0.6666666666666666  ::    10.0  /  15  ::::  28 6600 6658 677 7058 5252 1535 1589 1803 1899
 u 182 - p 1.4  ::    21.0  /  15  ::::  7 31 42 205 254 486 2610 2620 6721 5058 7114 7634 1532 1557 3628 1619 1645 3742 5999 6052 1977
 u 183 - p 0.8  ::    12.0  /  15  ::::  5 22 23 67 89 6495 526 5058 1616 1796 4030 1999
 u 184 - p 0.0  ::    0.0  /  15  :::: 
 u 185 - p 0.9333333333333333  ::    14.0  /  15  ::::  6304 204 6812 7292 1250 3372 3501 1526 1535 1578 7755 1630 1698 2023
 u 186 - p 0.4  ::    6.0  /  15  ::::  6209 6259 767 3246 3440 1782
 u 187 - p 1.0666666666666667  ::    16.0  /  15  ::::  14 6219 2360 4476 438 587 868 1003 1015 1096 1098 7358 7464 5805 5891 1994
 u 188 - p 0.3333333333333333  ::    5.0  /  15  ::::  854 1217 7436 1511 6081
 u 189 - p 0.9333333333333333  ::    14.0  /  15  ::::  14 22 76 2137 483 489 635 2691 4771 4834 1366 1942 4080 4095
 u 190 - p 0.2  ::    3.0  /  15  ::::  525 2794 1142
 u 191 - p 0.13333333333333333  ::    2.0  /  15  ::::  485 3448
 u 192 - p 0.2  ::    3.0  /  15  ::::  2581 2215 6874
 u 193 - p 0.6666666666666666  ::    10.0  /  15  ::::  6259 6358 4360 6521 2516 2964 5248 5302 3528 5591
 u 194 - p 0.0  ::    0.0  /  15  :::: 
 u 195 - p 0.26666666666666666  ::    4.0  /  15  ::::  4143 6694 7418 5926
 u 196 - p 0.4666666666666667  ::    7.0  /  15  ::::  4263 294 6868 7038 1409 1758 4095
 u 197 - p 0.0  ::    0.0  /  15  :::: 
 u 198 - p 0.0  ::    0.0  /  15  :::: 
 u 199 - p 0.0  ::    0.0  /  15  :::: 
 u 200 - p 0.0  ::    0.0  /  15  :::: 
 u 201 - p 0.0  ::    0.0  /  15  :::: 
 u 202 - p 0.0  ::    0.0  /  15  :::: 
 u 203 - p 0.0  ::    0.0  /  15  :::: 
 u 204 - p 0.0  ::    0.0  /  15  :::: 
 u 205 - p 0.0  ::    0.0  /  15  :::: 
 u 206 - p 0.0  ::    0.0  /  15  :::: 
 u 207 - p 0.0  ::    0.0  /  15  :::: 
 u 208 - p 0.0  ::    0.0  /  15  :::: 
 u 209 - p 0.0  ::    0.0  /  15  :::: 
 u 210 - p 0.0  ::    0.0  /  15  :::: 
 u 211 - p 0.0  ::    0.0  /  15  :::: 
 u 212 - p 0.0  ::    0.0  /  15  :::: 
 u 213 - p 0.0  ::    0.0  /  15  :::: 
 u 214 - p 0.0  ::    0.0  /  15  :::: 
 u 215 - p 0.0  ::    0.0  /  15  :::: 
 u 216 - p 0.0  ::    0.0  /  15  :::: 
 u 217 - p 0.0  ::    0.0  /  15  :::: 
 u 218 - p 0.0  ::    0.0  /  15  :::: 
 u 219 - p 0.0  ::    0.0  /  15  :::: 
 u 220 - p 0.0  ::    0.0  /  15  :::: 
 u 221 - p 0.0  ::    0.0  /  15  :::: 
 u 222 - p 0.0  ::    0.0  /  15  :::: 
 u 223 - p 0.0  ::    0.0  /  15  :::: 
 u 224 - p 0.0  ::    0.0  /  15  :::: 
 u 225 - p 0.0  ::    0.0  /  15  :::: 
 u 226 - p 0.0  ::    0.0  /  15  :::: 
 u 227 - p 0.0  ::    0.0  /  15  :::: 
 u 228 - p 0.0  ::    0.0  /  15  :::: 
 u 229 - p 0.0  ::    0.0  /  15  :::: 
 u 230 - p 0.0  ::    0.0  /  15  :::: 
 u 231 - p 0.0  ::    0.0  /  15  :::: 
 u 232 - p 0.0  ::    0.0  /  15  :::: 
 u 233 - p 0.0  ::    0.0  /  15  :::: 
 u 234 - p 0.4  ::    6.0  /  15  ::::  4401 6474 4471 698 6968 3875
 u 235 - p 0.0  ::    0.0  /  15  :::: 
 u 236 - p 0.5333333333333333  ::    8.0  /  15  ::::  666 678 2777 934 1186 1206 7568 1944
 u 237 - p 0.6  ::    9.0  /  15  ::::  6603 485 2691 704 813 1174 1200 1366 4068
 u 238 - p 1.0  ::    15.0  /  15  ::::  31 62 63 64 258 275 6855 2851 7281 3337 1294 5581 3742 8009 2002
 u 239 - p 0.26666666666666666  ::    4.0  /  15  ::::  2236 2306 3428 3495
 u 240 - p 0.3333333333333333  ::    5.0  /  15  ::::  6304 6312 6537 669 6125
 u 241 - p 1.0666666666666667  ::    16.0  /  15  ::::  2134 4519 2587 767 2825 5045 1293 1298 1321 1340 5461 5463 5492 5509 7674 7684
 u 242 - p 0.0  ::    0.0  /  15  :::: 
 u 243 - p 0.0  ::    0.0  /  15  :::: 
